Company Name,Service Partner,Address,Phone Number,Fax,Email,Website,LKW-Service,Bus-Service,MAN Van-Service,Schiffsmotoren-Service,Industriemotoren-Service,LKW-Verkauf,Bus-Verkauf,MAN Van-Verkauf,Schiffsmotoren-Verkauf,Industriemotoren-Verkauf,LKW-MAN_TopUsed,Bus-MAN_TopUsed,MAN Van-MAN_TopUsed,Schiffsmotoren-MAN_TopUsed,Industriemotoren-MAN_TopUsed,LKW-BusTopService,Bus-BusTopService,MAN Van-BusTopService,Schiffsmotoren-BusTopService,Industriemotoren-BusTopService,LKW-eMobility,Bus-eMobility,MAN Van-eMobility,Schiffsmotoren-eMobility,Industriemotoren-eMobility
FIRMA NIKALID,Servicepartner,"Tukhachevskogo str. 3, 664040 Irkutsk, Russland, , ",+7(3952)44-7409,+7(3952)44-7366,nikalid@mail.ru,http://www.nikalid.ru/,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





GLOBAL TRUCK SERVICE CHULKOVO,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS LLC-,"Leningrad highway, 62-km, possession 1, 141506 Solnechnogorsk, Russland, , ",+7(495)6428646,,info@man-chulkovo.ru,http://www.man-chulkovo.ru/,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





GLOBAL TRUCK SERVICE VYBORG,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Rubiroidnaya 20, 188800 Vyborg, Russland, , ",+7(812)702-2631,,gts-wyborg@gt-service.ru,http://www.gt-man.ru,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





GOLFSTREAM SERVICE M,Servicepartner,"Mira , 27, 412193 Saratov, Russland, , ",+7(8452) 74 6666,,oleg.kashevarov@man-saratov.ru,http://man-saratov.ru/,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





IMPOCAR-SERVICE M,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Severo-Zapadnaya str, 2 v/1, 656037 Barnaul, Russland, , ",+7(3852) 500-848,,corp@impocar.ru,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,
Aleksey Kazancev,Leiter Werkstatt,Telefon: +7(385)250-0848,Mobil: -,Fax: -,E-Mail: kazancev@impocar.ru,            





INTERTRANSSERVICE,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS LLC-,"pos. Moskovsky, mikroraion 1, 6, 142784 Moscow, Russland, , ",+7(495)777 2259,+7(495)546-7344,info@intertransservice.ru,http://www.intertransservice.ru/,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





IP ALEXANDROV,Servicepartner,"Gagarina 47, 685000 Magadan, Russland, , ",+7(4132)60-66-57,+7(4132)60-66-57,truckkolyma@mail.ru,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,
Alexander Alexandrov,Direktor,Telefon: +7(4132)606657,Mobil: -,Fax: -,E-Mail: truckkolyma@mail.ru,            





IP AVERIANOV,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Kazinka, Oktyabr'skaya ul., 60, 399071 Lipetsk, Russland, , ",+7(4742)370-555,,info@man-lipetsk.ru,http://man-lipetsk.ru,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





KAVMINVODYAVTO-SERVICE,Servicepartner,"Skachki, Promzona 2, 357500 Pyatigorsk, Russland, , ",+7(8793)97-5597,,kmvservice@mail.ru,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





KOENIGTRUCKSERVICE,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Sel`skaya 2; Gur`evskogo r-na, 238355 Kaliningrad, Russland, , ",+7(401)263-5135,+7(401)263-5134,info@mankts.ru,http://www.mankts.ru,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





KOMDORAVTO,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Avtomobilniy proezd, vl. 1, str 9, 141361 Mytischi, Russland, , ",+7(495)7852000,,muratov@ilarauto.ru,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





KOMMERCHESKIY TRANSPORT UDMURTII,Servicepartner,"ul Gagarina 81, 426049 Izevsk, Russland, , ",+7(3412)63-0009,+7(3412)63-7800,gvv@man-ktu.ru,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





M-TRUCKS,Servicepartner,"pos. Drujino ul. Pridorojnaya 61, 644507 Omsk, Russland, , ",+7 (3812)356450,+7 (3812) 44-68-26,man-auto@mail.ru,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





MAHINA,Servicepartner,"Severnoe shosse 15D, 660118 Krasnoyarsk, Russland, , ",+7(391)2204445,,24_man@mail.ru,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





MAINTRUCK PENZA,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS LLC-,"Austrina 63 Litera Sh, 440015 Penza, Russland, , ",+7(800)700-1616,,info@main-truck.ru,http://www.penza.main-truck.ru,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,
Sergey Karamishev,Direktor,Telefon: +7(8412)233-297,Mobil: +7(963)109-90-60,Fax: -,E-Mail: karamyshev@penza.truck-center.ru,            





MAN CENTER CHELYABINSK,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"ul Sadovaya 40, Poletaevo 2, 456520 Chelyabinsk, Russland, , ",+7(351)2110005,+7(351)2110005,veo@stomol.ru,http://www.man-chel.ru/,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





MAN CENTER SAMARA,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS LLC-,"Airport ""Samara"", p.g.t. Bereza, 443901 Samara, Russland, , ",+7 (846)996-6666,+7 (846)226-6402,avtopilot@skynet.ru,http://www.man-samara.ru,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





MAN CENTER SIBERIA,Servicepartner,"Petuhova st., 47/1, 630088 Novosibirsk, Russland, , ",+7 (8552) 47-17-47,,,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





MAN TRUCK AND BUS RUS; SUBSIDIARY: PODOLSK,MAN-Servicebetrieb      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Simferopol'skoe shosse, d. 22, str. 9, 108824 Moscow, Russland, , ",+7(495)969-2514,+7(495)969-2513,pod.ru@man.eu,,yes,yes,no,no,yes,yes,yes,,,,yes,yes,,,,,,,,,,,,,
Sergey Gorskich,Direktor,Telefon: +7(495)9692514,Mobil: +7(916)3837925,Fax: -,E-Mail: Sergey.Gorskih@man.eu,            





MAN TRUCK AND BUS RUS; SUBSIDIARY: ST. PETERSBURG,MAN-Servicebetrieb,"Moscovskoe shosse, 181, corpus 2, building 1, 196626 Sankt- Petersburg, Russland, , ",+7(812)449-5252,+7(812)449-1528,info@man-spb.ru,http://wwww.man-spb.ru/,yes,yes,no,,,yes,yes,,,,yes,yes,,,,,,,,,,,,,





MAN TRUCK CHELNY,Servicepartner,"Kazansky Prospect, 148, 423800 Naberezhnye Chelny, Russland, , ",+7 (800) 555 70 07,,sto@mantruckchelny.ru,http://mantruckchelny.ru,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





MANCENTERUFA,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Tsentralnaya str., 43, 450095 Ufa, Russland, , ",+7(800)500 88 02,+7(347)281-88-81,man-ufa@mail.ru,http://www.man-ufa.ru/,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





MANTECHNO,Servicepartner,"Schaposchnikova 15, 603152 Nizhny Novgorod, Russland, , ",+7(831)466-9332,+7(831)463-3741,info@man.nn.ru,http://man.nn.ru/,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





MIR MASHIN,Servicepartner,"Gorkogo, 61A, 680052 Khabarovsk, Russland, , ",+7(4212)79-4104,,Khab.office@mirmachin.ru,http://www.mirmachin.ru,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





MS TRUCK,Servicepartner,"ul Novosulazhgorskaya 19, 185013 Petrozavodsk, Russland, , ",+7(8142)70-4973,,service@man-ptz.ru,http://man-ptz.ru,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





NEIS-YUG,Servicepartner,"ul Solnechnaya 7B, 346815 poselok Leninakan, Russland, , ",+7 (863) 303-00-90,+7(863)2969530,service@man-rostov.ru,http://man-rostov.ru,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





NEIS-YUG ASTRAHAN,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"selo Solyanka, Elestinskaya st., 10, 416130 Astrahan, Russland, , ",+7(8512)62 02 03,,info@man-rostov.ru,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





NEIS-YUG STAVROPOL,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"prospekt Kulakova 18, 355044 Stavropol, Russland, , ",+7(863) 303-0090,,info@neis-gk.ru,http://meis-gk.ru,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





OBNINSKTRUCKCENTER,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"1st Industrialnaya St, possession 7, 249010 Staromykhailovskoye, Russland, , ",+7(920)610 1979,,roman.brylev@sarma-man.ru,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





OSKOL TRUCK,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Prospect Ugarova, 33, 309516 Stary Oskol, Russland, , ",+7 (4725) 444-321,,info@oskol-man.ru,http://oskol-man.ru,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





PKF REMEKS,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Racionalizatorov 14, 628407 Surgut, Russland, , ",+7(346)2550203,+7(346)2550203,man@pkfr.ru,http://man86.ru,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





SARMA,Servicepartner,"Avtotransportnaya 21A, 670023 Ulan Ude, Russland, , ",+7(3012)204-995,+7(3012)22-5229,u-u.sarma@mail.ru,,yes,yes,no,,,yes,,,,,,,,,,,,,,,,,,,
Ruslan Belsky,GeschäftsführerWerkstattmeister LKWWerkstattmeister BUS,Telefon: +7(3012)22-5229,Mobil: +7(924)354-0028,Fax: -,E-Mail: belskii.sarma@mail.ru,            





SIBIRSKII TEHNICHESKII CENTER MAN,Servicepartner,"Krasny Vostok, Sovetskaya 62A, 630520 Novosibirsk, Russland, , ",+7(383) 325-35-05,+7(383) 325-35-05,man-sibiria@yandex.ru,http://stc-man.ru/,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





SOBER-GREEN,Servicepartner,"Magistralnaya str, 14, 353235 Krasnodar, Russland, , ",+7(861) 201 02 20,,info@sober-auto.ru,,yes,no,no,,,,,,,,,,,,,,,,,,,,,,





SOCHI TRUCK AND BUS,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Kiparisovaya st., 4, 354003 Sochi, Russland, , ",+7(916)221 5009,,,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





STO PRIVOLZHE,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Fedoseenko Str., 49, 603037 Nizhniy Novgorod, Russland, , ",+7(831) 280 9898,+7(831) 280 9898,Service@man-nn.com,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





TCENTR-SERVIS ZAPAD,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS LLC-,"Dinasovskoe s. p., northeast of the village of Olsha at a distance of 300 m, 214533 Smolensk, Russland, , ",+7(862)227-0777,,,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





TRANSIT-V,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS LLC-,"Lavotschkina; 105, 214032 Smolensk, Russland, , ",+7 (4812)302740,+7 (4812)44 06 48,man@man-smolensk.ru,http://man-smolensk.ru/,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





TRANZIT,Servicepartner,"Tehnologicheskiy m-on, 14, 652644 Belovo, Russland, , ",+7(38452)97-413,+7(38452)97-418,Tranzittp@yandex.ru,,yes,no,no,,,yes,,,,,,,,,,,,,,,,,,,





TRANZIT (BRANCH BLAGOVESCHENSK),Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Chigiri village, Novotroitskoe shosse, 4th km, h.10, bld. 1, 675520 Blagoveshchensk, Russland, , ",+7 (38452) 97-413,,Tranzitbelovo@ya.ru,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





UNIKOM-TRUCK,Servicepartner,"Moskovskoe shosse 14C, 432045 Uljanovsk, Russland, , ",+7(842)268-0304,,unikom@unikomlc.ru,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





URALTRUCKSERVICE,Servicepartner,"poselok Pervomaiskiy, 1 km north, 624005 Ekaterinburg, Russland, , ",+7(800)100-1096,+7 (343)2723363,service@urts.ru,http://www.urts.ru,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





VOLOGDATRUCKSERVICE,Servicepartner,"Okrujnoe shosse 9b, 160026 Vologda, Russland, , ",+7(8172)51 0101,+7(8172)51 0101,inbox@man-vologda.ru,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





YURTO-TRUCK,Servicepartner,"Rostovskoe shosse, 47, 350087 Krasnodar, Russland, , ",+7(861)225-9375,+7(861)225-9376,astashov@urto-truck.ru,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





ZUBR,Servicepartner      Verkaufsstandort des Händlers -MAN Truck and Bus RUS (Head Office)-,"Krasnopolyanskaya 23, 400075 Volgograd, Russland, , ",+7(8442)26-4444,,iasvolga@mail.ru,http://www.man34.ru/,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





