Company Name,Service Partner,Address,Phone Number,Fax,Email,Website,LKW-Service,Bus-Service,MAN Van-Service,Schiffsmotoren-Service,Industriemotoren-Service,LKW-Verkauf,Bus-Verkauf,MAN Van-Verkauf,Schiffsmotoren-Verkauf,Industriemotoren-Verkauf,LKW-MAN_TopUsed,Bus-MAN_TopUsed,MAN Van-MAN_TopUsed,Schiffsmotoren-MAN_TopUsed,Industriemotoren-MAN_TopUsed,LKW-BusTopService,Bus-BusTopService,MAN Van-BusTopService,Schiffsmotoren-BusTopService,Industriemotoren-BusTopService,LKW-eMobility,Bus-eMobility,MAN Van-eMobility,Schiffsmotoren-eMobility,Industriemotoren-eMobility
KAMER OTOMOTIV SAN.VE.TIC.A.S.,Servicepartner,"Samsun Ordu Karayolu 8.Km 19 Mayıs mah. Atatürk Bulvarı Kirazlık Mevkii No:169 Kutlukent, 55080 Samsun, Türkei, , ",+90 (362)266 58 88,+90 (362) 266 68 24,kamerservis@man.com.tr,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





LOKMAN KOÇASLAN OTOMOTIV SAN. TIC. LTD. ŞTI - BURSA ŞUBESI,Servicepartner,"Dumlupınar Mahallesi Alize Caddesi No 2 Görükle Nilüfer, 16285 Bursa, Türkei, , ",+90(224)4832261,+90(224)4836322,cuneytergun@lokmankocaslan.com.tr,,yes,yes,no,,,yes,yes,,,,,,,,,,,,,,,,,,





LOKMAN KOÇASLAN OTOMOTIV SAN. TIC. LTD. ŞTI - ESKIŞEHIR ŞUBESI,Servicepartner,"Kobi Organize Sanayi Bölgesi Mah. 104 Cad. No:1 Odunpazarı, 26000 Eskişehir, Türkei, , ",+90(222)3152555,+90(222)3152333,eskisehir@lokmankocaslan.com.tr,,yes,yes,no,,,yes,,,,,,,,,,,,,,,,,,,





LOKMAN KOÇASLAN OTOMOTIV SAN. TIC. LTD. ŞTI - BALIKESIR,Servicepartner,"Yeni İzmir Yolu 9. km Akçakaya Mevkii, 10100 Balıkesir, Türkei, , ",+90(266)2830300,+90(266)2830303,balikesirservis@lokmankocaslan.com.tr,,yes,yes,no,,,yes,,,,,,,,,,,,,,,,,,,





MAN KAMYON VE OTOBUS TIC AS IKITELLI SUBE,MAN-Servicebetrieb,"Ziya Gökalp Mah. Altinsehir Yan Yolu Üzeri, 34306 Ikitelli - Istanbul, Türkei, , ",+90 (212) 675 04 04,+90 (212) 6 75 04 33,,http://www.man-engines.com,yes,yes,no,yes,no,yes,yes,,yes,,yes,yes,,,,,,,,,,,,,
Donmez Ahmet,,Telefon: +90 (554) 2 27 27 60,Mobil: -,Fax: -,E-Mail: -,            





MAN KAMYON VE OTOBÜS TIC. A. Ş. - KONYA SATIŞ VE SERVIS MERKEZ ŞUBE,MAN-Servicebetrieb,"Fevzi Çakmak Mahallesi Ankara Cad. No:242, 42050 Konya, Türkei, , ",+90(312)5561348,,ozen.ergezer@man.eu,,yes,yes,yes,,,yes,yes,yes,,,yes,yes,yes,,,,,,,,,,,,





MANCI KEMAL OTOMOTIV SAN. VE TIC. A.Ş.,Servicepartner,"Çilek Mah. 138. Cad. No:12/A Akdeniz, 33020 Mersin, Türkei, , ",+90(324)2352163,+90(324)2352164,ufukakdemir@akdemirleroto.com.tr,,yes,yes,no,,,yes,,,,,,,,,,,,,,,,,,,





MAPAR OTOMOTIV SAN. VE TIC LTD.STI.,Servicepartner,"Yeni Yalova Yolu 12.Km No: 493/A Osmangazi, 16250 Bursa, Türkei, , ",+90(224)2610070,+90(224)2610053,maparservis@man.com.tr,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





MAPAR OTOMOTIV SAN.VE TIC.LTD.STI.-İZMIR ŞUBESI,Servicepartner,"kemal pasa mahallesi 5.Sanayi Sitesi 7410 Sok No 18 Bornova, 35060 izmir, Türkei, , ",+9 (0) 232 478 38 38,+9 (0) 232 478 38 10,maparizmir_servis@man.com.tr,,yes,yes,no,,,yes,,,,,yes,,,,,,,,,,,,,,
caner bay,,Telefon: +9(0) 232 478 38 38,Mobil: -,Fax: +9(0) 232 478 38 10,E-Mail: maparizmir_servis@man.com.tr,            
Caner PERK,Geschäftsführer,Telefon: +9(0) 232 478 38 38,Mobil: -,Fax: +9(0) 232 478 38 10,E-Mail: maparizmir_servis@man.com.tr,            





MUSFAR MAN OTOMOTIV NAKL. PETROL GIDA SAN. VE TIC. LTD. STI,Servicepartner,"Veysel Karani Mahallesi 1137 sokak No:14 A, 03200 Afyonkarahisar, Türkei, , ",+90 (272)223 49 70,+90 (272) 223 49 73,musfar@man.com.tr,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





SENSAN OTOMOTIV TURZ. INS NAKL. SAN. VE TIC. LTD. STI.,Servicepartner,"Yesillik Caddesi No:256 Karabaglar, 35100 izmir, Türkei, , ",+90 (232) 254 62 62,+90 (232) 254 62 62,ahmetdemir@sensanotomotiv.com.tr,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,





TEKMAN OTOMOTIV SAN. VE TIC.LTD.STI.,Servicepartner,"Kiziltepe Nusaybin Karayolu üzeri 10. Km Kumlu Köyü Karşısı, 47100 Mardin, Türkei, , ",+90 (482) 225 10 52,+90 (482) 225 10 50,tekman@man.com.tr,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





TRAKMAN OTOMOTIV SAN. VE TIC. LTD. ŞTI.,Servicepartner,"Zafer Mah. Şehit Yüzbaşı Yücel Kenter Cd No 02/09/6, 59860 Çorlu, Türkei, , ",+90 (282)673 28 53,+90 (282) 673 19 47,trakman@man.com.tr,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





TURMAN OTOMOTIV,Servicepartner,"İpekyolu San. Sit. Deliklitaş Mevkii No 1, 61100 Trabzon, Türkei, , ",+90 (462) 325 06 07,+90 (462) 325 06 03,turman@man.com.tr,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





VANMAN YETKILI SERVISI,Servicepartner,"Erciş Yolu Üzeri Yeni Sanayi Sitesi E Blok No 2, 65100 VAN, Türkei, , ",+90 (432) 223 29 87,+90 (432) 223 59 29,vanman@man.com.tr,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





YAŞAR KARDEŞLER OTOM. TAMIR BAKIM SAN. VE TIC. LTD. ŞTI,Servicepartner,"Saraycık Mah. Saraycık Orman Köyü Sok. No.553 İncesu, 38070 Kayseri, Türkei, , ",+90 (352)331 31 96,+90 (352) 332 03 50,yasarkardesler@man.com.tr,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





İKIKARDEŞ OTO. PAZ. VE TIC. LTD. ŞTI.,Servicepartner,"Turhan Cemal Beriker Bul. Zeytinli Mah. No 635/A Seyhan, 01100 Adana, Türkei, , ",+90 (322) 441 01 19,+90 (322) 441 01 28,ikikardes@man.com.tr,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





İLYAS ŞEN OTOMOTIV İNŞAAT SAN.VE TIC. AŞ. OSTIM ŞUBESI,Servicepartner,"Ostim OSB MAH 1153. CAD, 06374 Ankara, Türkei, , ",+90 (312)354 66 04-05,,,,yes,yes,no,,,yes,,,,,,,,,,,,,,,,,,,





ŞAHINLER OTOM. SAN.TIC.LTD.STI -İSTANBUL,Servicepartner,"Büyük istanbul Otogarı 3850 Kotu ( 1-2 UV ) ( 3-4-5-6-7 TY ) Akslar arası -Esenler, 34100 Istanbul, Türkei, , ",+90 (0212) 658 40 50,+90 (0212) 658 12 77,sahinler@man.com.tr,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





ŞAHINLER OTOMOTIV SAN.VE TIC.LTD.STI. HENDEK ŞUBESI,Servicepartner,"Tem Otoyolu 156.Km. Hamitli Mevkii Hendek, 54100 Adapazarı, Türkei, , ",+90 (264) 615 20 60,+90 (264) 615 20 61,sahinler_hendek@man.com.tr,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





ŞENSAN OTOMOTIV SAN. VE TIC. A.Ş. - İZMIR ŞUBESI,Servicepartner,"ANKARA CADDESİ NO: 194 BORNOVA, 35040 İZMİR, Türkei, , ",+90(232)4790990,+90(232)4790797,huseyin.kaptan@sensanman.com,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,





ŞENSAN OTOMOTIV TUR. INS.NAK. SAN VE TIC. LTD. STI. İSTANBUL ŞUBESI,Servicepartner,"Orhanlı Mahallesi Katip Celebi Cad. No:35 Tuzla, 34956 istanbul, Türkei, , ",+90(216)3945060,+90(216)3945064,satisdestek@sensanman.com,,yes,yes,no,,,yes,,,,,yes,,,,,,,,,,,,,,
Akyol Aydın ,,Telefon: +90 (216) 394 50 61,Mobil: +90 (216) 394 50 61,Fax: -,E-Mail: satisdestek@sensanman.com,            





