Company Name,Service Partner,Address,Phone Number,Fax,Email,Website,LKW-Service,Bus-Service,MAN Van-Service,Schiffsmotoren-Service,Industriemotoren-Service,LKW-Verkauf,Bus-Verkauf,MAN Van-Verkauf,Schiffsmotoren-Verkauf,Industriemotoren-Verkauf,LKW-MAN_TopUsed,Bus-MAN_TopUsed,MAN Van-MAN_TopUsed,Schiffsmotoren-MAN_TopUsed,Industriemotoren-MAN_TopUsed,LKW-BusTopService,Bus-BusTopService,MAN Van-BusTopService,Schiffsmotoren-BusTopService,Industriemotoren-BusTopService,LKW-eMobility,Bus-eMobility,MAN Van-eMobility,Schiffsmotoren-eMobility,Industriemotoren-eMobility
COMATRASA,Servicepartner,"Pol. El Lomo, C/ Eratóstenes, 13 - Ctra. de Andalucía; km14,6, 28906 Getafe, Spanien, , ",+34 (91) 696 88 11,+34 (91) 601 71 24,administracion.es0001@es.man-mn.com,http://red.maniberia.net/comatrasa-getafe/,yes,yes,yes,,,yes,yes,yes,,,,,,,,,yes,,,,,,,,
Vicente Pacios,Geschäftsführer,Telefon: +34 (91) 696 88 11,Mobil: -,Fax: +34 (91) 601 71 24,E-Mail: gerencia.es0001@es.man-mn.com,            





COMATRASA (AZUQUECA),Servicepartner      Verkaufsstandort des Händlers -Comatrasa-,"C/ Video, 6-8. Poligono Comendador - Ctra. Nacional 2, Km42, 19200 Azuqueca de Henares, Spanien, , ",+34 (949) 26 60 90,+34 (949) 26 58 26,administracion.es0013@es.man-mn.com,http://red.maniberia.net/comatrasa-azuqueca/,yes,yes,yes,,,yes,yes,yes,,,,,,,,,,,,,,,,,





"COMERCIAL SAGO, S.A.",Servicepartner,"Ctra. Torrelavega-Oviedo, s/n, 39590 Valles-Reocín, Spanien, , ",+34 (942) 83 83 23,+34 (942) 83 83 07,administracion.es0017@es.man-mn.com,http://red.maniberia.net/talleres-esga/,,,,,,yes,,yes,,,,,,,,,,,,,,,,,





"COMERCIAL VEHÍCULOS INDUSTRIALES TAR, S.L.",Servicepartner,"Ctra. Nacional 525 Km228,5, 32911 San Cibrao das Viñas, Spanien, , ",+34 (988) 38 37 89,+34 (988) 38 38 16,administracion.es0042@es.man-mn.com,http://red.maniberia.net/grupotar-orense/,yes,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,,





"COMERCIAL VEHÍCULOS INDUSTRIALES TAR, S.L. (LUGO)","Servicepartner      Verkaufsstandort des Händlers -Comercial Vehículos Industriales TAR, S.L.-","P.I. Barreiros, Parc. 39-40, 27790 Barreiros, Spanien, , ",+34 (982) 12 25 13,+34(982)126036,jefepostventa.es0294@es.man-mn.com,http://red.maniberia.net/grupotar-lugo/,yes,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,





"COMERCIAL VEHÍCULOS INDUSTRIALES TAR, S.L. (VERÍN)",Servicepartner,"Ctra. N-532, PK 3,7, 32600 Verín, Spanien, , ",+34 (988) 410 533,+34 (988) 98 27 78,jefepostventa.es0303@es.man-mn.com,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"CONSORCIO DE MECÁNICOS SAGUNTO, S.L.",Servicepartner,"Avenida del Puerto, Parc. 11 (Pg. de Sagunto), 46520 Puerto de Sagunto, Spanien, , ",+34 (96) 266 46 61,+34(962)651477,administracion@comesasl.com,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"DALONGA, S.A.",Servicepartner,"Avda. Rubiane, s/n - Ctra. Villagarcía-Pontevedra, 36619 Villagarcía de Arosa, Spanien, , ",+34 (986) 51 16 26,+34 (986) 56 53 39,administracion.es0034@es.man-mn.com,http://red.maniberia.net/dalonga/,yes,yes,yes,,,yes,,yes,,,,,,,,,yes,,,,,,,,





"DIESEL 2000, S.L.",Servicepartner,"C/ Gremio de los Caldereros, 3, 40195 Segovia, Spanien, , ",+34 (921)42 10 10,+34 (921) 41 26 53,info@diesel2000.es,http://red.maniberia.net/diesel-2000/,yes,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,,





"DISTRIBUCIONES BOADELLA, S.L.",Servicepartner,"Pol. Ind. Girona - Carretera Nacional II, Km706,5, 17457 Riudellots de la Selva, Spanien, , ",+34 (972) 47 81 00,+34 (972) 47 88 42,administracion.es0040@es.man-mn.com,http://red.maniberia.net/boadella-girona/,yes,yes,yes,,,yes,,yes,,,,,,,,,yes,,,,,,,,





"DISTRIBUCIONES BOADELLA, S.L. (NORD)",Servicepartner,"Pol. Ind. Empordà Internacional, Avda. Europa, Parc. 14, 17469 Vilamalla, Spanien, , ",+34 (972) 52 72 62,+34 (972) 52 70 39,info@boadella.com,http://red.maniberia.net/boadella-figueres/,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"DISTRIBUCIONS BOADELLA, S.L.U. (LÉRIDA)","Servicepartner      Verkaufsstandort des Händlers -Distribuciones Boadella, S.L.-","P.I. El Cami dels Frares - C/ L parcela 20, 25080 Lerida, Spanien, , ",+34(973)216167,+34 (973) 25 73 59,,http://red.maniberia.net/boadella-lleida/,yes,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,,
Igor Samara,Verkäufer MAN TopUsed,Telefon: +34(689)129560,Mobil: -,Fax: -,E-Mail: -,            





"DISTRIBUCIONS BOADELLA, S.L.U. (TARRAGONA)","Servicepartner      Verkaufsstandort des Händlers -Distribuciones Boadella, S.L.-","C/ Alemania, esquina C/ Italia. P.I. Constantí, 43120 Constantí, Spanien, , ",+34(977)524703,+34(977)524342,jefepostventa.es0311@es.man-mn.com,http://red.maniberia.net/boadella-tarragona/,yes,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,





"EUROCAM LA PORTALADA, S.L.","Servicepartner      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Norte-","Calle Circunde 22 - 24, P.I. La Portalada, 26006 Logroño, Spanien, , ",+34(941)237572,,gerencia.es0027@es.man-mn.com,http://www.eurocam.es,yes,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,





"EUROCAM LAS LABRADAS, S.A.","Servicepartner      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Norte-","Pol. Las Labradas, manzana 12, 31500 Tudela, Spanien, , ",+34 (948) 40 29 65,+34 (948) 40 23 82,administracion.es0098@es.man-mn.com,http://www.eurocam.es,yes,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,,





EUROCAM SOCIEDAD COOPERATIVA,"Servicepartner      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Norte-","Pol. Ind. Comarca 1. Calle A - Parcela B3 (Los Agustinos), 31013 Pamplona, Spanien, , ",+34 (948) 30 24 22,+34 (948) 32 66 01,administracion.es0027@es.man-mn.com,http://www.eurocam.es,yes,yes,yes,,,yes,yes,yes,,,yes,,yes,,,,yes,,,,,,,,
José Eduardo Muñoz,Verkäufer MAN TopUsed,Telefon: +34 (699) 47 08 96,Mobil: -,Fax: -,E-Mail: eduardo.munoz@man.eu,            





"EUROCAM V.I. BURGOS, S.L.U.","Servicepartner      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Norte-","Ctra. Madrid-Irun, Km247, 09192 Villafría, Spanien, , ",+34 (947) 10 69 80,,,http://www.eurocam.es,yes,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,
Rúbén Gordo,Leiter Werkstatt,Telefon: +34 (669) 48 75 90,Mobil: -,Fax: -,E-Mail: jefepostventa.es0317@es.man-mn.com,            





"EUROCAM VEH. IND. VITORIA, S.A.","Servicepartner      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Norte-","CL Tratado de París, 6, 01230 Nanclares de Oca, Spanien, , ",+34 (945) 365 666,+34 (945) 365 665,administracion.es0241@es.man-mn.com,http://www.eurocam.es,yes,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,,





"HYDRAPLAN MÉRIDA, S.L.","Servicepartner      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Sevilla-","P.I. El Prado, Calle Pamplona 19, parcela 9, 06800 Mérida, Spanien, , ",+34(924)035092,+34(924)119022,administracion.es0293@es.man-mn.com,http://red.maniberia.net/hydraplan-merida/,yes,yes,yes,,,yes,,yes,,,yes,,,,,,,,,,,,,,





"JORDI MOTORS, S.C.L.V.",Servicepartner,"Avda. de la Valldigna 71, 46760 Tavernes de Valldigna, Spanien, , ",+34 (96) 282 15 84,+34 (96) 282 42 08,administracion.es0242@es.man-mn.com,http://red.maniberia.net/jordi-motors/,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"JOSÉ FUENTES DOBLAS, S.L.",Servicepartner,"Pol. Ind. Cortijo Real - Calle La Unión, 7, 11206 Algeciras, Spanien, , ",+34 (956)57 30 78,+34 (956) 58 00 39,jefepostventa.es0065@es.man-mn.com,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"JUAN Y ENRIQUE SANCHEZ GARCIA, S. L.","Servicepartner      Verkaufsstandort des Händlers -UNICO VEHICULOS INDUSTRIALES, S.L.-","Ctra. de Madrid; km240, 02080 Albacete, Spanien, , ",+34 (967) 52 19 79,+34 (967) 52 20 05,jefepostventa.es0222@es.man-mn.com,http://www.juanyenrique.com/,yes,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,





"LEMAUTO BIERZO, S.A.",Servicepartner,"El Pago de Abajo, Parc. G5-G6 Pol. Ind. Bierzo Alto, 24300 Bembibre, Spanien, , ",+34 (987) 51 45 26,+34 (987) 51 45 27,administracion.es0143@es.man-mn.com,http://red.maniberia.net/lemauto-bierzo/,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"LEMAUTO, S.A.",Servicepartner,"Ctra. León-Astorga, km 5 - Trabajo del Camino, 24080 León, Spanien, , ",+34 (987) 84 00 08,+34 (987) 80 43 32,administracion.es0021@es.man-mn.com,http://red.maniberia.net/lemauto-leon/,yes,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,,





"LEMAUTO, S.A. (BENAVENTE)","Servicepartner      Verkaufsstandort des Händlers -Lemauto, S.A.-","Ctra. Palencia, Km1, 49660 Castrogonzalo, Spanien, , ",+34 (980) 66 49 16,+34 (980) 66 45 03,administracion.es0229@es.man-mn.com,http://red.maniberia.net/lemauto-benavente/,yes,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,





"LIZAGA, S.A.",Servicepartner,"F. Este, parcela 48 - Poligono de Malpica, 50016 Zaragoza, Spanien, , ",+34 (976) 57 12 93,+34 (976) 46 55 26,administracion.es0032@es.man-mn.com,http://red.maniberia.net/lizaga/,yes,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,,





"MAN TRUCK & BUS IBERIA, CENTER ALMERÍA","MAN-Servicebetrieb      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Granada-","Pol. Industrial San Nicolás, Avda. 2005, 21, 04745 La Mojonera, Spanien, , ",+34 (950) 60 35 10,+34 (950) 60 35 11,manalmeria@man.eu,http://red.maniberia.net/man-truck-bus-iberia-center-almeria/,yes,yes,yes,,,yes,,yes,,,yes,,yes,,,,,,,,,,,,
Francisco García,Verkäufer MAN TopUsed,Telefon: +34 (607) 56 41 61,Mobil: -,Fax: -,E-Mail: francisco.perales@man.eu,            
Francisco Perales,Verkäufer MAN TopUsed,Telefon: +34(607)564161,Mobil: -,Fax: -,E-Mail: -,            





"MAN TRUCK & BUS IBERIA, CENTER BARCELONA NORTE",MAN-Servicebetrieb,"Paseo Fluvial, 30, 08150 Parets del Vallés, Spanien, , ",+34 (93) 573 87 50,+34 (93) 562 45 02,manbarcelona@man.eu,https://www.truck.man.eu/es/es/index.html,yes,yes,yes,,,yes,yes,yes,,,yes,,yes,,,,yes,,,,,,,,
Sanchez Xavier,Verkäufer Gebrauchtwagen LKWLeiter Verkauf Gebrauchtwagen,Telefon: +34 (93) 573 87 52,Mobil: +34 (696) 71 86 42 ,Fax: +34 (93) 562 45 02,E-Mail: xavier.sanchez@man.eu,            
Mercedes Risco,MA Innendienst LKW,Telefon: +34 (93) 573 87 50,Mobil: -,Fax: +34 (93) 562 45 02,E-Mail: mercedes.risco@man.eu,            
Francisco Valero,Geschäftsführer,Telefon: +34 (93) 573 87 50,Mobil: -,Fax: +34 (93) 562 45 02,E-Mail: francisco.valero@man.eu,            
Marc Adrubau,Verkäufer MAN TopUsed,Telefon: +34 (696) 71 86 42,Mobil: -,Fax: -,E-Mail: marc.adrubau@man.eu,            
Igor Samara,Verkäufer MAN TopUsed,Telefon: +34 (689) 12 95 60,Mobil: -,Fax: -,E-Mail: igor.samara@man.eu,            
Cristian Pérez,Verkäufer MAN TopUsed,Telefon: +34 (627) 24 28 02,Mobil: -,Fax: -,E-Mail: cristian.perez@man.eu,            





"MAN TRUCK & BUS IBERIA, CENTER BARCELONA SUR","MAN-Servicebetrieb      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Barcelona Norte-","C/ Ignasi Iglesias; 219- 225 Pol. Ind. Estruch, 08820 El Prat de Llobregat, Spanien, , ",+34 (93) 479 39 80,+34 (93) 479 39 83,manbarcelona@man.eu,http://www.mantruckandbus.es,yes,yes,yes,,,yes,,yes,,,yes,,,,,,yes,,,,,,,,
Marc Adrubau,Verkäufer MAN TopUsed,Telefon: +34(696)718642,Mobil: -,Fax: -,E-Mail: -,            





"MAN TRUCK & BUS IBERIA, CENTER BILBAO","MAN-Servicebetrieb      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Norte-","Parque Empresarial Abra Industrial, Parcela 1.1.1.a), 48509 Abanto-Zierbena, Spanien, , ",+34 (946) 438 010,,francisco.valero@man.eu,http://red.maniberia.net/man-truck-bus-center-bilbao/,yes,yes,yes,,,yes,yes,,,,,,,,,,,,,,,,,,





"MAN TRUCK & BUS IBERIA, CENTER CÓRDOBA","MAN-Servicebetrieb      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Sevilla-","Camino de la Barca, s/n - Pol. Huerta de la Cruz, 14010 Cordoba, Spanien, , ",+34 (957) 26 70 08,+34 (957) 26 71 34,mancordoba@man.eu,https://www.truck.man.eu/es/es/index.html,yes,yes,yes,,,yes,,yes,,,yes,,,,,,yes,,,,,,,,
José Maria Vega Tirado,Verkäufer Gebrauchtwagen LKW,Telefon: +34 (957) 26 70 08,Mobil: +34 (607) 47 51 66,Fax: +34 (957) 26 71 34,E-Mail: josemaria.vega@man.eu,            
Francisco Valero,Geschäftsführer,Telefon: +34 (957) 26 70 08,Mobil: -,Fax: +34 (957) 26 71 34,E-Mail: francisco.valero@man.eu,            
Antonio Ramírez,Verkäufer MAN TopUsed,Telefon: +34(648)853458,Mobil: -,Fax: -,E-Mail: antonio.ramirez@man.eu,            





"MAN TRUCK & BUS IBERIA, CENTER GRANADA",MAN-Servicebetrieb,"Pol. Ind. 2 Octubre, C/ Garrido Atienza, nº 22, 18320 Santa Fe, Spanien, , ",+34 (958) 49 11 78,+34 (958) 49 11 79,mangranada@man.eu,http://red.maniberia.net/man-truck-bus-iberia-center-granada/,yes,yes,yes,,,yes,yes,yes,,,,,,,,,yes,,,,,,,,
Jesús Santiago,Verkäufer MAN TopUsed,Telefon: +34 (661) 86 87 64,Mobil: -,Fax: -,E-Mail: jesus.santiago@man.eu,            





"MAN TRUCK & BUS IBERIA, CENTER MADRID NORTE",MAN-Servicebetrieb,"Senda Galiana, 7, 28821 Coslada, Spanien, , ",+34 (91) 151 50 00,+34 (91) 151 50 24,manmadrid@man.eu,http://red.maniberia.net/madrid-norte/,yes,yes,yes,,,yes,,yes,,,yes,,,,,,yes,,,,,,,,
José Navarro,Leiter Verkauf GebrauchtwagenVerkäufer Gebrauchtwagen LKW,Telefon: +34 (91) 801 32 51,Mobil: +34 (679) 18 72 57,Fax: +34 (91) 801 31 66,E-Mail: jose.navarro@man.eu,            
Juan Pablo Macias Cia,Verkäufer Gebrauchtwagen LKW,Telefon: +34 (91) 801 31 51,Mobil: +34 (609) 88 84 73,Fax: +34 (91) 801 32 66,E-Mail: pablo.macias@man.eu,            
Lidia Nieto Gonzalez,MA Innendienst LKW,Telefon: +34 (91) 1515017,Mobil: -,Fax: +34 (91) 151 50 24,E-Mail: lidia.nieto@man.eu,            
Angel Maria Escudero Camacho,Verkäufer MAN TopUsed,Telefon: +34 (91) 801 32 51,Mobil: +34 (618) 83 52 25,Fax: +34 (91) 801 31 66,E-Mail: angelmaria.escudero@man.eu,            
Francisco Valero,Geschäftsführer,Telefon: +34 (91) 151 50 00,Mobil: -,Fax: +34 (91) 151 50 24,E-Mail: francisco.valero@man.eu,            





"MAN TRUCK & BUS IBERIA, CENTER MADRID SUR","MAN-Servicebetrieb      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Madrid Norte-","Ctra. Nacional IV, Km. 33,8 - Pol. Ind. Los Pontones, 45224 Seseña - Nuevo, Spanien, , ",+34 (91) 801 32 51,+34 (91) 801 31 66,manmadrid@man.eu,http://red.maniberia.net/madrid-sur/,yes,yes,yes,,,yes,,yes,,,yes,yes,yes,,,,yes,,,,,,,,
Navarro Jose,Leiter Verkauf Gebrauchtwagen,Telefon: +34 (91) 801 32 51,Mobil: +34 (679) 18 72 57,Fax: +34 (91) 801 31 66,E-Mail: jose.navarro@man.eu,            
Pablo Macias,Verkäufer Gebrauchtwagen LKW,Telefon: +34 (91) 801 32 51,Mobil: +34 (609) 88 84 73,Fax: +34 (91) 801 31 66,E-Mail: pablo.macias@man.eu,            
Lidia Nieto,MA Innendienst LKW,Telefon: +34 (91) 151 50 17,Mobil: -,Fax: +34 (91) 151 50 15,E-Mail: lidia.nieto@man.eu,            
Angel Maria Escudero,Verkäufer Gebrauchtwagen LKW,Telefon: +34 (91) 801 32 51,Mobil: +34 (618) 83 52 25,Fax: +34 (91) 801 31 66,E-Mail: angelmaria.escudero@man.eu,            
Francisco Valero,Geschäftsführer,Telefon: +34 (91) 801 32 51,Mobil: -,Fax: +34 (91) 801 31 66,E-Mail: francisco.valero@man.eu,            
José Navarro,Verkäufer MAN TopUsed,Telefon: +34 (679) 18 72 57,Mobil: -,Fax: -,E-Mail: jose.navarro@man.eu,            
Alejandro Sotillo,Verkäufer MAN TopUsed,Telefon: +34 (618) 77 93 44,Mobil: -,Fax: -,E-Mail: alejandro.sotillo@man.eu,            
Ángel Mª Escudero,Verkäufer MAN TopUsed,Telefon: +34 (618) 83 52 25,Mobil: -,Fax: -,E-Mail: angelmaria.escudero@man.eu,            





"MAN TRUCK & BUS IBERIA, CENTER MÁLAGA","MAN-Servicebetrieb      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Granada-","C.T.M. Autovía Campanillas - A - 357; C/ Franz Liszt, s/n, 29590 Málaga, Spanien, , ",+34 (95) 217 80 80,,manmalaga@man.eu,http://red.maniberia.net/man-truck-bus-center-malaga/,yes,yes,yes,,,yes,,yes,,,yes,,yes,,,,yes,,,,,,,,
Wisam El Kalhoit,Verkäufer MAN TopUsed,Telefon: +34 (680) 45 54 64,Mobil: -,Fax: -,E-Mail: wisam.elkahlout@man.eu,            





"MAN TRUCK & BUS IBERIA, CENTER NORTE",MAN-Servicebetrieb,"P.I. Bentzunzibar, 2, 20267 Ikaztegieta, Spanien, , ",+34 (943) 65 32 35,+34 (943) 65 47 55,mannorte@man.eu,https://www.truck.man.eu/es/es/index.html,yes,yes,yes,,,yes,,yes,,,,,,,,,yes,,,,,,,,
María Belén Albeniz Haro,MA Innendienst LKW,Telefon: +34 (943) 65 32 35,Mobil: -,Fax: +34 (943) 65 47 55,E-Mail: belen.albeniz@man.eu,            
Alvaro Atorrasagasti Placencia,Leiter Verkauf GebrauchtwagenVerkäufer Gebrauchtwagen LKW,Telefon: +34 (943) 65 32 35,Mobil: +34 (619) 40 69 43,Fax: +34 (943) 65 47 55,E-Mail: alvaro.atorrasagasti@man.eu,            
Miguel Angel Jaúregui,Leiter WerkstattAnsprechpartner Zahlungsgarantie LKWAnsprechpartner Zahlungsgarantie BUS,Telefon: +34 (943) 65 32 35,Mobil: -,Fax: +34 (943) 65 47 55,E-Mail: miguelangel.jauregui@man.eu,            
Juan Luis Poza,MA Innendienst LKW,Telefon: +34 (943) 65 32 35,Mobil: +34 (609) 28 18 19,Fax: +34 (943) 65 47 55,E-Mail: -,            
Eduard Benedicto Martinez,Verkäufer Gebrauchtwagen BUS,Telefon: +34 (943) 65 32 35,Mobil: -,Fax: +34 (943) 65 47 55,E-Mail: eduard.martinez@man.eu,            
Ricardo Bores Saladrich,Verkäufer Gebrauchtwagen LKW,Telefon: +34 (943) 65 32 35,Mobil: -,Fax: +34 (943) 65 47 55,E-Mail: ricardo.bores@man.eu,            
Emilio Duran Altisent,,Telefon: +34 (943) 65 32 35,Mobil: -,Fax: +34 (943) 65 47 55,E-Mail: emilio.duran@man.eu,            
Francisco Valero,Geschäftsführer,Telefon: +34 (943) 65 32 35,Mobil: -,Fax: +34 (943) 65 47 55,E-Mail: francisco.valero@man.eu,            
Iñaki Mendía,Leiter Teile und Zubehör,Telefon: +34 (943) 65 57 59,Mobil: -,Fax: +34 (943) 65 47 55,E-Mail: -,            





"MAN TRUCK & BUS IBERIA, CENTER SEVILLA",MAN-Servicebetrieb,"Sevilla-Málaga, km10,2, 41500 Alcala de Guadaira, Spanien, , ",+34 (95) 561 55 66,+34 (95) 561 59 39,mansevilla@man.eu,https://www.truck.man.eu/es/es/index.html,yes,yes,yes,,,yes,yes,yes,,,yes,,yes,,,,yes,,,,,,,,
Pedro Hernández,MA Verkauf LKW,Telefon: +34 (95) 5615566,Mobil: +34 (607) 45 69 00,Fax: +34 (95) 561 59 39,E-Mail: pedro.hernandez@man.eu,            
Vega Tirado José Maria,Verkäufer Gebrauchtwagen LKW,Telefon: +34 (95) 561 55 66 ,Mobil: +34 (607) 47 51 66,Fax: +34 (95) 561 59 39,E-Mail: josemaria.vega@an.eu,            
José María Vega,,Telefon: +34 (607) 47 51 66,Mobil: -,Fax: -,E-Mail: josemaria.vega@man.eu,            





"MAN TRUCK & BUS IBERIA, CENTER VALENCIA",MAN-Servicebetrieb,"Av. Comarques del País Valencia, 108 - Ctra. A3, km 342 - salida 345b, 46930 Quart de Poblet, Spanien, , ",+34 (96) 159 73 40,+34 (96) 159 73 46,manvalencia@man.eu,https://www.truck.man.eu/es/es/index.html,yes,yes,yes,,,yes,,yes,,,yes,,yes,,,,,,,,,,,,
Francisco Valero,Geschäftsführer,Telefon: +34 (96) 159 73 40,Mobil: -,Fax: +34 (96) 159 73 47,E-Mail: -,            
Octavio Algarra,Verkäufer MAN TopUsed,Telefon: +34 (609) 65 82 65,Mobil: -,Fax: -,E-Mail: octavio.algarra@man.eu,            





