GRAFENDORFER GES.M.B.H.,Servicepartner,"Hauptstraße 5, 9871 Seeboden, Österreich, , ",+43 (4762)817 24 0,+43 (4762) 816 64 31,office@grafendorfer.at,,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Wolfgang Krammer,ServiceberaterLeiter WerkstattWerkstattmeister,"Telefon: +43 (4762) 817 24 ,                Mobil: - ,                Fax: +43 (4762) 816 64 31 ,                E-Mail: wolfgang.krammer@grafendorfer.at ,            ",Robert Brunner,Leiter Teile und ZubehörErsatzteilverkauf,"Telefon: +43 (4762) 817 24 ,                Mobil: - ,                Fax: +43 (4762) 816 64 31 ,                E-Mail: robert.brunner@grafendorfer.at ,            ",Siegfried Meixl,Ersatzteilverkauf,"Telefon: +43 (4762) 81724 14 ,                Mobil: - ,                Fax: +43 (4762) 81664 31 ,                E-Mail: robert.brunner@grafendorfer.at ,            ",Peter Gösseringer,Geschäftsführer,"Telefon: +43(4762)817240 ,                Mobil: - ,                Fax: +43 (4762) 816 64 31 ,                E-Mail: office@grafendorfer.at ,            ",Alexander Holzeis,Ansprechpartner Zahlungsgarantie LKW,"Telefon: +43 (664) 4140437 ,                Mobil: +43 (664) 4140437 ,                Fax: +43 (2235) 200 175 ,                E-Mail: alexander.holzeis@man.eu ,            "
HIRSCHMUGL FB GMBH,Servicepartner,"Europastraße 19, 8330 Feldbach, Österreich, , ",+43 (3152) 3628 0,,feldbach.office@hirschmugl.eu,,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Karl Weicher,Leiter Teile und Zubehör,"Telefon: +43 (3152) 3628 0 ,                Mobil: - ,                Fax: - ,                E-Mail: karl.weicher@hirschmugl.eu ,            ",Reinhard Legenstein,PannenmonteurLeiter Werkstatt,"Telefon: +43 (3152) 3628 0 ,                Mobil: - ,                Fax: - ,                E-Mail: reinhard.legenstein@hirschmugl.eu ,            ",Elfriede Kager,Auftragszentrum Service,"Telefon: +43 (3152) 3628 0 ,                Mobil: - ,                Fax: - ,                E-Mail: elfriede.kager@hirschmugl.eu ,            "
HIRSCHMUGL GES.M.B.H. & CO. KG,Servicepartner,"Deutsch Goritz 78, 8483 Deutsch Goritz, Österreich, , ",+43 (3474)72 75,+43 (3474) 72 75 18,office@hirschmugl.eu,http://man.hirschmugl.eu,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Oliver Lebitsch,MA Ersatzteilverkauf LKW,"Telefon: +43 (3474) 7275 - 215 ,                Mobil: - ,                Fax: +43(3474) 7275-18 ,                E-Mail: dgoritz.lkw.lager@hirschmugl.co.at ,            ",Gerhard Baumgartner,Leiter Teile und Zubehör,"Telefon: +43 (3474) 72 75 215 ,                Mobil: - ,                Fax: +43 (3474) 72 75 18 ,                E-Mail: dgoritz.lkw.lager@hirschmugl.co.at ,            ",Alexander Hirschmugl,Geschäftsführer,"Telefon: +43(3474)7275 ,                Mobil: - ,                Fax: +43(3474) 7275-18 ,                E-Mail: alexander.hirschmugl@hirschmugl.co.at ,            ",Martin Tscherner,MA Reparaturannahme LKW,"Telefon: +43 (3474) 72 75 247 ,                Mobil: - ,                Fax: +43 (3474) 72 75 18 ,                E-Mail: dgoritz.lkw.werkstatt@hirschmugl.co.at ,            ",Alexander Holzeis,Ansprechpartner Zahlungsgarantie LKW,"Telefon: +43(664)4140437 ,                Mobil: +43(664)4140437 ,                Fax: +43(2235)200-155 ,                E-Mail: alexander.holzeis@man.eu ,            "
HIRSCHMUGL GES.M.B.H. & CO. KG,Servicepartner,"Gewerbepark Nord 1, 8431 Gralla, Österreich, , ",+43 (3452)844 38,+43 (3452) 844 38 18,gralla.office@hirschmugl.eu,http://man.hirschmugl.eu,yes,no,yes,,,yes,,yes,,,yes,,,,,,,,,,,,,,,Gerald Koch,MA Reparaturannahme LKW,"Telefon: +43 (3452) 84438114 ,                Mobil: - ,                Fax: +43 (3452) 844 38 18 ,                E-Mail: gerald.koch@hirschmugl.eu ,            ",Anton Hirschmugl,Geschäftsführer,"Telefon: +43(3452) 844 38 ,                Mobil: - ,                Fax: - ,                E-Mail: anton.hirschmugl@hirschmugl.eu ,            ",David Klug,MA Ersatzteilverkauf LKW,"Telefon: +43 (3452) 84438 - 122 ,                Mobil: - ,                Fax: +43 (3452) 844 38 18 ,                E-Mail: david.klug@hirschmugl.eu ,            ",Andreas Hütter,MA Ersatzteilverkauf LKW,"Telefon: +43 (3452) 84438 - 145 ,                Mobil: - ,                Fax: +43 (3452) 844 38 18 ,                E-Mail:  andreas.huetter@hirschmugl.eu ,            ",Karl Fuchs,Leiter Teile und Zubehör,"Telefon: +43 (3452) 844 38 122 ,                Mobil: - ,                Fax: +43 (3452) 844 38 128 ,                E-Mail: karl.fuchs@hirschmugl.eu ,            ",Walter Tuscher,MA Reparaturannahme LKW,"Telefon: +43 (3452) 844 38 114 ,                Mobil: - ,                Fax: +43 (3452) 844 38 18 ,                E-Mail: gralla.lkw.werkstatt@hirschmugl.eu ,            ",Frank Kalcher,Verkäufer LKW,"Telefon: +43(3452) 844 38 ,                Mobil: +43 (664) 450 25 54 ,                Fax: +43 (3452) 844 38 18 ,                E-Mail: frank.kalcher@hirschmugl.eu ,            ",Alexander Holzeis,Ansprechpartner Pannenruf Lkw,"Telefon: +43(664)4140437 ,                Mobil: +43(664)4140437 ,                Fax: +43(2235)200-155 ,                E-Mail: alexander.holzeis@man.eu ,            "
HÜTTER GES.M.B.H.,Servicepartner,"Karl-Benz-Str. 12, 3300 Amstetten, Österreich, , ",+43 (7472)679 67 0,+43 (7472) 679 67 - 38,man@huetter-lkw.at,http://huetter-lkw.at,yes,no,yes,,,yes,,yes,,,yes,,,,,,,,,,,,,,,Günther Kastenhofer,MA Ersatzteilverkauf LKW,"Telefon: +43 (7472) 67 967 26 ,                Mobil: - ,                Fax: +43 (7472) 67 967 38 ,                E-Mail: ersatzteile@huetter-lkw.at ,            ",Christian Dobrovits,Leiter Teile und Zubehör,"Telefon: +43 (7472) 67 967 31 ,                Mobil: - ,                Fax: +43 (7472) 67 967 38 ,                E-Mail: ersatzteile@huetter-lkw.at ,            ",Josef Helpersdorfer,MA Reparaturannahme LKWLeiter Werkstatt,"Telefon: +43 (7472) 67 967 43 ,                Mobil: - ,                Fax: +43 (7472) 67 967 38 ,                E-Mail: service@huetter-lkw.at ,            ",Josef Lechner,MA Reparaturannahme LKW,"Telefon: +43 (7472) 67 967 44 ,                Mobil: - ,                Fax: +43 (7472) 67 967 38 ,                E-Mail: service@huetter-lkw.at ,            ",Helmut Höfinger,Geschäftsführer,"Telefon: +43 (7472) 67967 - 0 ,                Mobil: - ,                Fax: +43 (7472) 679 67 - 38 ,                E-Mail: hoefinger@huetter-lkw.at ,            ",K. Koppler,MA Ersatzteilverkauf LKW,"Telefon: +43 (7472) 67 967 23 ,                Mobil: - ,                Fax: +43 (7472) 67 967 38 ,                E-Mail: ersatzteile@huetter-lkw.at ,            ",Alexander Holzeis,Ansprechpartner Zahlungsgarantie LKW,"Telefon: +43(664)4140437 ,                Mobil: +43(664)4140437 ,                Fax: +43(2235)200-155 ,                E-Mail: alexander.holzeis@man.eu ,            "
ING. FRANZ SIMON GES.M.B.H.,Servicepartner,"Wiener Straße 72, 7423 Pinkafeld, Österreich, , ",+43 (3357)422 57 0,+43 (3357) 422 57 16,man@kfzsimon.at,http://www.kfzsimon.at,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Bernhard Edelhofer,MA Ersatzteilverkauf LKWLeiter Teile und Zubehör,"Telefon: +43 (3357) 42257 - 17 ,                Mobil: - ,                Fax: +43(03357) 42257-16 ,                E-Mail: bernhard.edelhofer@kfzsimon.at ,            ",Franz Simon,Geschäftsführer,"Telefon: +43(03357) 42257-0 ,                Mobil: - ,                Fax: +43(03357) 42257-16 ,                E-Mail: man@kfzsimon.at ,            ",Alexander Holzeis,Ansprechpartner Zahlungsgarantie LKW,"Telefon: +43(664)4140437 ,                Mobil: +43(664)4140437 ,                Fax: +43(2235)200-155 ,                E-Mail: alexander.holzeis@man.eu ,            "
ING. SCHLAGER GES.M.B.H. & CO. KG,Servicepartner,"Mandlingstraße 8, 8974 Mandling, Österreich, , ",+43 (6454)72 21,+43 (6454) 72 66,office@kfz-schlager.at,http://www.kfz-schlager.at,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Peter Salchegger,Leiter Teile und Zubehör,"Telefon: +43 (6454) 7221 - 24 ,                Mobil: - ,                Fax: +43 (6454) 7266 ,                E-Mail: lager@kfz-schlager.at ,            ",Gerhard Buchsteiner,Monteur/MechanikerPannenmonteur,"Telefon: +43 (6454) 7221 23 ,                Mobil: - ,                Fax: - ,                E-Mail: - ,            ",Wilfried Schlager,Geschäftsführer,"Telefon: +43 (6454) 7221 19 ,                Mobil: - ,                Fax: +43 (6454) 7266 ,                E-Mail: wschlager@kfz-schlager.at ,            ",Alexander Holzeis,Ansprechpartner Zahlungsgarantie LKW,"Telefon: +43(664)4140437 ,                Mobil: +43(664)4140437 ,                Fax: +43(2235)200-155 ,                E-Mail: alexander.holzeis@man.eu ,            ",Mario Maskaljevic,PannenmonteurMonteur/Mechaniker,"Telefon: +43 (6454) 7221-26 ,                Mobil: - ,                Fax: - ,                E-Mail: - ,            "
INNVIERTLER-TRAUNVIERTLER LAGERHAUS EGEN,Servicepartner,"Bahnhofstraße 30, 4560 Kirchdorf an der Krems, Österreich, , ",+43 (7582) 62993 1181,+43 (7582) 629 93 1179,r.grassner@traunviertel.rlh.at,,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Roland Grassner,Betriebsleiter,"Telefon: +43 (7582) 62993 1171 ,                Mobil: - ,                Fax: +43 (7582) 629 93 1179 ,                E-Mail: r.grassner@traunviertel.rlh.at ,            ",Christian Lindbichler,MA Ersatzteilverkauf LKW,"Telefon: +43 (7582) 62993 1174 ,                Mobil: - ,                Fax: +43 (7582) 62993 1179 ,                E-Mail: c.lindbichler@traunviertel.rlh.at ,            ",Rene Zorn,Leiter Teile und Zubehör,"Telefon: +43 (7582) 62993 1175 ,                Mobil: - ,                Fax: +43 (7582) 62993 1179 ,                E-Mail: r.zorn@traunviertel.rlh.at ,            ",Christoph Holzer ,Werkstattmeister LKW,"Telefon: +43 (7582) 62993 1181 ,                Mobil: - ,                Fax: +43 (7582) 62993 1179 ,                E-Mail: c.holzer@traunviertel.rlh.at ,            ",Benjamin Guger,Ersatzteilverkauf,"Telefon: +43 (7582) 62993-1185 ,                Mobil: - ,                Fax: - ,                E-Mail: b.guger@traunviertel.rlh.at ,            "
JOHANN HUBER SPEDITION UND TRANSPORTGESELLSCHAFT M.B.H.,Servicepartner,"Gesäusestraße 28, 8940 Liezen, Österreich, , ",+43(3612)23182 0,+43(3612)23182 20,office@huber.eu,,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Franz Langegger,Leiter Werkstatt,"Telefon: +43(3612)23182 14  ,                Mobil: - ,                Fax: - ,                E-Mail: franz.langegger@huber.eu ,            ",Gerhard Stoiber,Leiter Teile und Zubehör,"Telefon: +43(3612)23182 12  ,                Mobil: - ,                Fax: - ,                E-Mail: gerhard.stoiber@huber.eu ,            ",Mario Auer,Betriebsleiter,"Telefon: +43(3612)23182 10 ,                Mobil: - ,                Fax: - ,                E-Mail: mario.auer@huber.eu ,            "
JOHANN HUBER SPEDITION- UND TRANSPORTGES.M.B.H.,Servicepartner,"Bundesstraße 3, 8642 St. Lorenzen, Österreich, , ",+43 (3864)22 35,+43 (3864) 22 35 35,b.huber@huber.eu,http://www.huber.eu,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Jürgen Lauer,Leiter Werkstatt,"Telefon: +43(3864)2235-45 ,                Mobil: - ,                Fax: +43(3864)2235 50 ,                E-Mail: j.lauer@huber.eu ,            ",Walter Cernel,MA Ersatzteilverkauf LKW,"Telefon: +43 (3864) 2235-69 ,                Mobil: - ,                Fax: +43(3864)2235 50 ,                E-Mail: w.cernel@huber.eu ,            ",Anton Grassauer,MA Ersatzteilverkauf LKW,"Telefon: +43 (3864) 2235-38 ,                Mobil: - ,                Fax: +43(3864)2235 50 ,                E-Mail: a.grassauer@huber.eu ,            ",Bernhard Huber,Geschäftsführer,"Telefon: +43(3864)2235 46 ,                Mobil: - ,                Fax: +43(3864)2235 35 ,                E-Mail: bernhard@huber.eu ,            ",Martin Eggbauer,MA Ersatzteilverkauf LKW,"Telefon: +43 (3864) 2235-59 ,                Mobil: - ,                Fax: - ,                E-Mail: m.eggbauer@huber.eu ,            ",Karl Hoppl,MA Reparaturannahme LKW,"Telefon: +43(3864)2235 83 ,                Mobil: - ,                Fax: +43(3864)2235 50 ,                E-Mail: hoppl@huber.eu ,            ",Alexander Holzeis,Ansprechpartner Zahlungsgarantie LKW,"Telefon: +43(664)4140437 ,                Mobil: +43(664)4140437 ,                Fax: +43(2235)200-155 ,                E-Mail: alexander.holzeis@man.eu ,            "
LAGERHAUS WERKSTÄTTE GRAFENSCHLAG,Servicepartner,"Nr. 89, 3912 Grafenschlag, Österreich, , ",+43 (2875)82 23 73,+43 (2875) 82 23 85,wk-grafenschlag@zwettl.rlh.at,,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Frederik Ponweiser,MA Ersatzteilverkauf LKWLeiter Teile und Zubehör,"Telefon: +43 (2875) 8223 76 ,                Mobil: - ,                Fax: +43 (2875) 8223 85 ,                E-Mail: wk-grafenschlag@zwettl.rlh.at ,            ",Alexander Holzeis,Ansprechpartner Zahlungsgarantie LKW,"Telefon: +43(664)4140437 ,                Mobil: +43(664)4140437 ,                Fax: +43(2235)200-155 ,                E-Mail: alexander.holzeis@man.eu ,            ",Peter Voraberger,Werkstattmeister,"Telefon: +43(2875)8223-73 ,                Mobil: - ,                Fax: - ,                E-Mail: wk-grafenschlag@zwettl.rlh.at ,            ",Markus Schiller,,"Telefon: +43(2875)8223-73 ,                Mobil: - ,                Fax: - ,                E-Mail: wk-grafenschlag@zwettl.rlh.at ,            ",Walter Anissin,,"Telefon: +43(664)88346290 ,                Mobil: +43(664)88346290 ,                Fax: - ,                E-Mail: walter.anissin@man.eu ,            "
LAGERHAUS WERKSTÄTTE ZWETTL,Servicepartner,"Galgenbergstraße 22, 3910 Zwettl, Österreich, , ",+43 (2822)506 570,+43 (2822) 506 578,man-lkw@zwettl.rlh.at,,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,Martin Sandler ,Leiter WerkstattMA Reparaturannahme LKW,"Telefon: +43(2822)506 570 ,                Mobil: - ,                Fax: - ,                E-Mail: man-lkw@zwettl.rlh.at ,            ",Alexander Holzeis,Ansprechpartner Zahlungsgarantie LKW,"Telefon: +43(664)4140437 ,                Mobil: +43(664)4140437 ,                Fax: +43(2235)200-155 ,                E-Mail: alexander.holzeis@man.eu ,            ",Franz Czech,Betriebsleiter,"Telefon: +43(2822)506 580 ,                Mobil: - ,                Fax: - ,                E-Mail: technik-spartenleitung@zwettl.rlh.at ,            ",Markus Mayer,,"Telefon: +43(2822)506 140 ,                Mobil: - ,                Fax: - ,                E-Mail: man-elager@zwettl.rlh.at ,            ",Walter Anissin,Leiter Verkauf LKWVerkäufer LKW,"Telefon: +43(664)88346290 ,                Mobil: +43(664)88346290 ,                Fax: - ,                E-Mail: walter.anissin@man.eu ,            "
